key_resp.corr,trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,ISI.started,key_resp.started,grating.started,grating.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,95,94,down,0.005,db,0.04639487450636644,0.0008906000293791294,235.72403919976205,235.72403919976205,236.02415709989145,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,96,95,down,0.005,db,0.0463681751551873,0.0010632998310029507,238.0745697999373,238.0745697999373,238.37419679993764,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,97,96,down,0.005,db,0.0463681751551873,0.0007875002920627594,240.42422669986263,240.42422669986263,240.72428889991716,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,98,97,down,0.005,db,0.0463681751551873,0.0007813000120222569,242.80744609981775,242.80744609981775,243.10737039986998,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,99,98,down,0.005,db,0.046341491168967346,0.0007828003726899624,245.1907616998069,245.1907616998069,245.4908952997066,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,100,99,down,0.005,db,0.046341491168967346,0.0007559000514447689,247.55766199994832,247.55766199994832,247.85750869987532,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,101,100,down,0.005,db,0.046341491168967346,0.0008003995753824711,249.89108059974387,249.89108059974387,250.19112579990178,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,102,101,down,0.005,db,0.04631482253886435,0.0007890998385846615,252.24085949966684,252.24085949966684,252.54101759986952,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,103,102,down,0.005,db,0.04631482253886435,0.0008295997977256775,254.55764739960432,254.55764739960432,254.8576170997694,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,104,103,down,0.005,db,0.04631482253886435,0.0007579000666737556,256.90766509994864,256.90766509994864,257.2076372997835,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,105,104,down,0.005,db,0.04628816925604116,0.0007717995904386044,259.29077419964597,259.29077419964597,259.5908402996138,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,106,105,down,0.005,db,0.04628816925604116,0.0008758003823459148,261.62427249969915,261.62427249969915,261.9241938996129,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,107,106,down,0.005,db,0.04628816925604116,0.0008036000654101372,263.9407660998404,263.9407660998404,264.240852299612,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,108,107,down,0.005,db,0.04626153131166571,0.0008425000123679638,266.27430179994553,266.27430179994553,266.57433519978076,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,109,108,down,0.005,db,0.04626153131166571,0.0008776001632213593,268.57427369989455,268.57427369989455,268.8744594999589,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,110,109,down,0.005,db,0.04626153131166571,0.0008018999360501766,270.8742951997556,270.8742951997556,271.1742085996084,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,111,110,down,0.005,db,0.04623490869691102,0.001408199779689312,273.2243130998686,273.2243130998686,273.5241433996707,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,112,111,down,0.005,db,0.04623490869691102,0.0008072000928223133,275.5407961998135,275.5407961998135,275.84093839954585,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,113,112,down,0.005,db,0.04623490869691102,0.00083580007776618,277.87421979987994,277.87421979987994,278.17411389993504,0,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,114,113,up,0.005,db,0.04626153131166571,0.0007674000225961208,280.2410160996951,280.2410160996951,280.5408724998124,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,115,114,up,0.005,db,0.04626153131166571,0.0009383000433444977,282.6076303999871,282.6076303999871,282.90759339975193,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,116,115,up,0.005,db,0.04626153131166571,0.0008669998496770859,284.9907915997319,284.9907915997319,285.29075179994106,1,861341,001,2022-09-07_19h58.21.358,staircase task,2022.2.4,59.98605916163219,
